
 time | altitude |  velocity | accel_bias | alt (bmp) | vert_accel |
   146.7s     |522.8494m      |-0.0282m/s    | 0.0161m/s^2  | 522.9875m      | 0.0096m/s^2  |
   146.8s     |522.8502m      |-0.0285m/s    | 0.0161m/s^2  | 523.0022m      | 0.0051m/s^2  |
   146.9s     |522.8510m      |-0.0287m/s    | 0.0160m/s^2  | 522.9875m      | 0.0087m/s^2  |
   147.0s     |522.8515m      |-0.0285m/s    | 0.0160m/s^2  | 522.9724m      | 0.0143m/s^2  |
   147.1s     |522.8515m      |-0.0285m/s    | 0.0160m/s^2  | 522.9724m      | 0.0133m/s^2  |
   147.2s     |522.8526m      |-0.0282m/s    | 0.0160m/s^2  | 522.9875m      | 0.0102m/s^2  |
   147.3s     |522.8537m      |-0.0287m/s    | 0.0159m/s^2  | 523.0795m      | 0.0024m/s^2  |
   147.4s     |522.8565m      |-0.0292m/s    | 0.0159m/s^2  | 523.0949m      | 0.0030m/s^2  |
   147.5s     |522.8596m      |-0.0290m/s    | 0.0158m/s^2  | 523.0949m      | 0.0117m/s^2  |
   147.6s     |522.8627m      |-0.0288m/s    | 0.0158m/s^2  | 523.0949m      | 0.0096m/s^2  |
   147.7s     |522.8654m      |-0.0284m/s    | 0.0157m/s^2  | 523.0172m      | 0.0133m/s^2  |
   147.8s     |522.8666m      |-0.0287m/s    | 0.0157m/s^2  | 523.0323m      | 0.0058m/s^2  |
   147.9s     |522.8679m      |-0.0279m/s    | 0.0157m/s^2  | 523.0323m      | 0.0265m/s^2  |
   148.0s     |522.8690m      |-0.0266m/s    | 0.0157m/s^2  | 523.0022m      | 0.0231m/s^2  |
   148.1s     |522.8696m      |-0.0255m/s    | 0.0156m/s^2  | 522.9875m      | 0.0222m/s^2  |
   148.2s     |522.8697m      |-0.0247m/s    | 0.0156m/s^2  | 522.9724m      | 0.0200m/s^2  |
   148.3s     |522.8696m      |-0.0245m/s    | 0.0156m/s^2  | 522.9577m      | 0.0181m/s^2  |
   148.4s     |522.8694m      |-0.0237m/s    | 0.0156m/s^2  | 522.9427m      | 0.0233m/s^2  |
   148.5s     |522.8677m      |-0.0231m/s    | 0.0156m/s^2  | 522.8777m      | 0.0157m/s^2  |
   148.6s     |522.8657m      |-0.0236m/s    | 0.0156m/s^2  | 522.8924m      | 0.0068m/s^2  |
   148.7s     |522.8643m      |-0.0235m/s    | 0.0156m/s^2  | 522.9078m      | 0.0193m/s^2  |
   148.8s     |522.8626m      |-0.0231m/s    | 0.0155m/s^2  | 522.8599m      | 0.0157m/s^2  |
   148.9s     |522.8607m      |-0.0230m/s    | 0.0155m/s^2  | 522.8896m      | 0.0179m/s^2  |
   149.0s     |522.8595m      |-0.0224m/s    | 0.0155m/s^2  | 522.9043m      | 0.0170m/s^2  |
   149.1s     |522.8584m      |-0.0226m/s    | 0.0155m/s^2  | 522.9197m      | 0.0127m/s^2  |
   149.2s     |522.8579m      |-0.0226m/s    | 0.0155m/s^2  | 522.9197m      | 0.0106m/s^2  |
   149.3s     |522.8568m      |-0.0230m/s    | 0.0155m/s^2  | 522.8571m      | 0.0130m/s^2  |
   149.4s     |522.8544m      |-0.0233m/s    | 0.0155m/s^2  | 522.8421m      | 0.0108m/s^2  |
   149.5s     |522.8523m      |-0.0240m/s    | 0.0155m/s^2  | 522.8869m      | 0.0024m/s^2  |
   149.6s     |522.8507m      |-0.0250m/s    | 0.0155m/s^2  | 522.8869m      | 0.0118m/s^2  |
   149.7s     |522.8495m      |-0.0244m/s    | 0.0155m/s^2  | 522.9163m      | 0.0232m/s^2  |
   149.8s     |522.8478m      |-0.0241m/s    | 0.0155m/s^2  | 522.8667m      | 0.0168m/s^2  |
   149.9s     |522.8459m      |-0.0236m/s    | 0.0155m/s^2  | 522.8667m      | 0.0208m/s^2  |
   150.0s     |522.8445m      |-0.0230m/s    | 0.0155m/s^2  | 522.8965m      | 0.0166m/s^2  |
   150.1s     |522.8440m      |-0.0230m/s    | 0.0155m/s^2  | 522.9259m      | 0.0139m/s^2  |
   150.2s     |522.8435m      |-0.0227m/s    | 0.0154m/s^2  | 522.8787m      | 0.0164m/s^2  |
   150.3s     |522.8426m      |-0.0218m/s    | 0.0154m/s^2  | 522.9084m      | 0.0273m/s^2  |
   150.4s     |522.8418m      |-0.0211m/s    | 0.0154m/s^2  | 522.8934m      | 0.0148m/s^2  |
   150.5s     |522.8411m      |-0.0208m/s    | 0.0154m/s^2  | 522.8934m      | 0.0166m/s^2  |
   150.6s     |522.8400m      |-0.0202m/s    | 0.0154m/s^2  | 522.8787m      | 0.0230m/s^2  |
   150.7s     |522.8393m      |-0.0197m/s    | 0.0154m/s^2  | 522.8934m      | 0.0199m/s^2  |
   150.8s     |522.8392m      |-0.0190m/s    | 0.0154m/s^2  | 522.9232m      | 0.0177m/s^2  |
   150.9s     |522.8395m      |-0.0186m/s    | 0.0154m/s^2  | 522.9232m      | 0.0155m/s^2  |
   151.0s     |522.8398m      |-0.0180m/s    | 0.0153m/s^2  | 522.9232m      | 0.0137m/s^2  |
   151.1s     |522.8411m      |-0.0175m/s    | 0.0153m/s^2  | 522.9680m      | 0.0135m/s^2  |
   151.2s     |522.8426m      |-0.0177m/s    | 0.0153m/s^2  | 522.9680m      | 0.0210m/s^2  |
   151.3s     |522.8444m      |-0.0164m/s    | 0.0153m/s^2  | 522.9827m      | 0.0263m/s^2  |
   151.4s     |522.8462m      |-0.0159m/s    | 0.0152m/s^2  | 522.9827m      | 0.0078m/s^2  |
   151.5s     |522.8466m      |-0.0160m/s    | 0.0152m/s^2  | 522.9204m      | 0.0138m/s^2  |
   151.6s     |522.8465m      |-0.0156m/s    | 0.0152m/s^2  | 522.8907m      | 0.0234m/s^2  |
   151.7s     |522.8463m      |-0.0151m/s    | 0.0152m/s^2  | 522.8907m      | 0.0124m/s^2  |
   151.8s     |522.8459m      |-0.0147m/s    | 0.0152m/s^2  | 522.8756m      | 0.0148m/s^2  |
   151.9s     |522.8454m      |-0.0147m/s    | 0.0152m/s^2  | 522.9533m      | 0.0180m/s^2  |
   152.0s     |522.8457m      |-0.0145m/s    | 0.0152m/s^2  | 522.8756m      | 0.0190m/s^2  |
   152.1s     |522.8450m      |-0.0142m/s    | 0.0152m/s^2  | 522.8606m      | 0.0176m/s^2  |
   152.2s     |522.8439m      |-0.0142m/s    | 0.0152m/s^2  | 522.8606m      | 0.0156m/s^2  |
   152.3s     |522.8436m      |-0.0141m/s    | 0.0151m/s^2  | 522.9084m      | 0.0162m/s^2  |
   152.4s     |522.8440m      |-0.0142m/s    | 0.0151m/s^2  | 522.9232m      | 0.0039m/s^2  |
   152.5s     |522.8442m      |-0.0144m/s    | 0.0151m/s^2  | 522.8787m      | 0.0166m/s^2  |
   152.6s     |522.8435m      |-0.0135m/s    | 0.0151m/s^2  | 522.9259m      | 0.0241m/s^2  |
   152.7s     |522.8445m      |-0.0127m/s    | 0.0151m/s^2  | 522.9259m      | 0.0101m/s^2  |
   152.8s     |522.8452m      |-0.0132m/s    | 0.0151m/s^2  | 522.9112m      | 0.0067m/s^2  |
   152.9s     |522.8451m      |-0.0130m/s    | 0.0151m/s^2  | 522.8667m      | 0.0213m/s^2  |
   153.0s     |522.8445m      |-0.0124m/s    | 0.0151m/s^2  | 522.9016m      | 0.0185m/s^2  |
   153.1s     |522.8445m      |-0.0117m/s    | 0.0151m/s^2  | 522.8869m      | 0.0193m/s^2  |
   153.2s     |522.8441m      |-0.0114m/s    | 0.0150m/s^2  | 522.8718m      | 0.0233m/s^2  |
   153.3s     |522.8437m      |-0.0112m/s    | 0.0150m/s^2  | 522.8718m      | 0.0144m/s^2  |
   153.4s     |522.8434m      |-0.0112m/s    | 0.0150m/s^2  | 522.8869m      | 0.0121m/s^2  |
   153.5s     |522.8433m      |-0.0109m/s    | 0.0150m/s^2  | 522.8718m      | 0.0161m/s^2  |
   153.6s     |522.8437m      |-0.0106m/s    | 0.0150m/s^2  | 522.9043m      | 0.0173m/s^2  |
   153.7s     |522.8442m      |-0.0102m/s    | 0.0150m/s^2  | 522.9043m      | 0.0160m/s^2  |
   153.8s     |522.8448m      |-0.0103m/s    | 0.0150m/s^2  | 522.9197m      | 0.0125m/s^2  |
   153.9s     |522.8457m      |-0.0103m/s    | 0.0150m/s^2  | 522.9344m      | 0.0116m/s^2  |
   154.0s     |522.8471m      |-0.0101m/s    | 0.0150m/s^2  | 522.9344m      | 0.0089m/s^2  |
   154.1s     |522.8485m      |-0.0104m/s    | 0.0149m/s^2  | 522.9492m      | 0.0056m/s^2  |
   154.2s     |522.8498m      |-0.0110m/s    | 0.0149m/s^2  | 522.9492m      |-0.0039m/s^2  |
   154.3s     |522.8516m      |-0.0115m/s    | 0.0149m/s^2  | 522.9793m      | 0.0096m/s^2  |
   154.4s     |522.8542m      |-0.0112m/s    | 0.0149m/s^2  | 523.0090m      | 0.0163m/s^2  |
   154.5s     |522.8575m      |-0.0108m/s    | 0.0148m/s^2  | 523.0713m      | 0.0095m/s^2  |
   154.6s     |522.8617m      |-0.0107m/s    | 0.0148m/s^2  | 523.0566m      | 0.0066m/s^2  |
   154.7s     |522.8657m      |-0.0103m/s    | 0.0147m/s^2  | 523.0566m      | 0.0190m/s^2  |
   154.8s     |522.8691m      |-0.0094m/s    | 0.0147m/s^2  | 523.0265m      | 0.0199m/s^2  |
   154.9s     |522.8733m      |-0.0086m/s    | 0.0147m/s^2  | 523.0767m      | 0.0159m/s^2  |
   155.0s     |522.8775m      |-0.0070m/s    | 0.0146m/s^2  | 523.0620m      | 0.0284m/s^2  |
   155.1s     |522.8822m      |-0.0053m/s    | 0.0146m/s^2  | 523.1243m      | 0.0218m/s^2  |
   155.2s     |522.8876m      |-0.0041m/s    | 0.0145m/s^2  | 523.1096m      | 0.0194m/s^2  |
   155.3s     |522.8928m      |-0.0034m/s    | 0.0145m/s^2  | 523.1096m      | 0.0081m/s^2  |
   155.4s     |522.8982m      |-0.0032m/s    | 0.0145m/s^2  | 523.1243m      | 0.0137m/s^2  |
   155.5s     |522.9040m      |-0.0028m/s    | 0.0144m/s^2  | 523.1544m      | 0.0086m/s^2  |
   155.6s     |522.9096m      |-0.0025m/s    | 0.0144m/s^2  | 523.1393m      | 0.0117m/s^2  |
   155.7s     |522.9154m      |-0.0015m/s    | 0.0143m/s^2  | 523.1393m      | 0.0241m/s^2  |
   155.8s     |522.9204m      |-0.0003m/s    | 0.0143m/s^2  | 523.1096m      | 0.0133m/s^2  |
   155.9s     |522.9251m      | 0.0002m/s    | 0.0142m/s^2  | 523.1096m      | 0.0145m/s^2  |
   156.0s     |522.9293m      | 0.0005m/s    | 0.0142m/s^2  | 523.0795m      | 0.0067m/s^2  |
   156.1s     |522.9327m      |-0.0000m/s    | 0.0142m/s^2  | 523.0648m      | 0.0081m/s^2  |
   156.2s     |522.9352m      |-0.0004m/s    | 0.0142m/s^2  | 523.0323m      | 0.0129m/s^2  |
   156.3s     |522.9374m      |-0.0007m/s    | 0.0141m/s^2  | 523.0172m      | 0.0062m/s^2  |
   156.4s     |522.9393m      |-0.0010m/s    | 0.0141m/s^2  | 523.0172m      | 0.0044m/s^2  |
   156.5s     |522.9411m      |-0.0012m/s    | 0.0141m/s^2  | 523.0172m      | 0.0117m/s^2  |
   156.6s     |522.9432m      |-0.0015m/s    | 0.0141m/s^2  | 523.0323m      | 0.0058m/s^2  |
   156.7s     |522.9452m      |-0.0020m/s    | 0.0141m/s^2  | 523.0172m      | 0.0082m/s^2  |
   156.8s     |522.9464m      |-0.0026m/s    | 0.0141m/s^2  | 522.9875m      | 0.0115m/s^2  |
   156.9s     |522.9471m      |-0.0026m/s    | 0.0141m/s^2  | 522.9875m      | 0.0139m/s^2  |
   157.0s     |522.9477m      |-0.0024m/s    | 0.0140m/s^2  | 522.9577m      | 0.0171m/s^2  |
   157.1s     |522.9477m      |-0.0024m/s    | 0.0140m/s^2  | 522.9427m      | 0.0169m/s^2  |
   157.2s     |522.9484m      |-0.0021m/s    | 0.0140m/s^2  | 523.0049m      | 0.0176m/s^2  |
   157.3s     |522.9494m      |-0.0020m/s    | 0.0140m/s^2  | 523.0049m      | 0.0068m/s^2  |
   157.4s     |522.9504m      |-0.0023m/s    | 0.0140m/s^2  | 522.9755m      | 0.0066m/s^2  |
   157.5s     |522.9513m      |-0.0027m/s    | 0.0140m/s^2  | 523.0254m      | 0.0113m/s^2  |
   157.6s     |522.9527m      |-0.0026m/s    | 0.0140m/s^2  | 523.0254m      | 0.0109m/s^2  |
   157.7s     |522.9546m      |-0.0024m/s    | 0.0140m/s^2  | 523.0552m      | 0.0164m/s^2  |
   157.8s     |522.9571m      |-0.0023m/s    | 0.0140m/s^2  | 523.0699m      | 0.0123m/s^2  |
   157.9s     |522.9597m      |-0.0014m/s    | 0.0139m/s^2  | 523.0699m      | 0.0153m/s^2  |
   158.0s     |522.9625m      |-0.0017m/s    | 0.0139m/s^2  | 523.1503m      | 0.0024m/s^2  |
   158.1s     |522.9670m      |-0.0021m/s    | 0.0139m/s^2  | 523.1503m      | 0.0110m/s^2  |
   158.2s     |522.9718m      |-0.0013m/s    | 0.0138m/s^2  | 523.1503m      | 0.0132m/s^2  |
   158.3s     |522.9756m      |-0.0011m/s    | 0.0138m/s^2  | 523.1202m      | 0.0119m/s^2  |
   158.4s     |522.9790m      |-0.0012m/s    | 0.0138m/s^2  | 523.1055m      | 0.0079m/s^2  |
   158.5s     |522.9821m      |-0.0014m/s    | 0.0137m/s^2  | 523.1055m      | 0.0056m/s^2  |
   158.6s     |522.9850m      |-0.0015m/s    | 0.0137m/s^2  | 523.1055m      | 0.0167m/s^2  |
   158.7s     |522.9883m      |-0.0014m/s    | 0.0137m/s^2  | 523.1352m      | 0.0096m/s^2  |
   158.8s     |522.9918m      |-0.0017m/s    | 0.0137m/s^2  | 523.1352m      | 0.0052m/s^2  |
   158.9s     |522.9951m      |-0.0020m/s    | 0.0136m/s^2  | 523.1202m      | 0.0072m/s^2  |
   159.0s     |522.9975m      |-0.0019m/s    | 0.0136m/s^2  | 523.0904m      | 0.0104m/s^2  |
   159.1s     |522.9996m      |-0.0021m/s    | 0.0136m/s^2  | 523.0904m      | 0.0097m/s^2  |
   159.2s     |523.0016m      |-0.0020m/s    | 0.0136m/s^2  | 523.0904m      | 0.0104m/s^2  |
   159.3s     |523.0036m      |-0.0016m/s    | 0.0136m/s^2  | 523.0904m      | 0.0167m/s^2  |
   159.4s     |523.0060m      |-0.0012m/s    | 0.0135m/s^2  | 523.1801m      | 0.0094m/s^2  |
   159.5s     |523.0093m      |-0.0011m/s    | 0.0135m/s^2  | 523.1352m      | 0.0111m/s^2  |
   159.6s     |523.0126m      |-0.0007m/s    | 0.0135m/s^2  | 523.1503m      | 0.0198m/s^2  |
   159.7s     |523.0158m      | 0.0002m/s    | 0.0135m/s^2  | 523.1202m      | 0.0135m/s^2  |
   159.8s     |523.0184m      | 0.0008m/s    | 0.0134m/s^2  | 523.1055m      | 0.0098m/s^2  |
   159.9s     |523.0204m      | 0.0008m/s    | 0.0134m/s^2  | 523.0904m      | 0.0159m/s^2  |
   160.0s     |523.0219m      | 0.0015m/s    | 0.0134m/s^2  | 523.0603m      | 0.0199m/s^2  |
   160.1s     |523.0227m      | 0.0024m/s    | 0.0134m/s^2  | 523.0309m      | 0.0179m/s^2  |
   160.2s     |523.0231m      | 0.0017m/s    | 0.0134m/s^2  | 523.0159m      | 0.0117m/s^2  |
   160.3s     |523.0227m      | 0.0019m/s    | 0.0134m/s^2  | 522.9861m      | 0.0139m/s^2  |
   160.4s     |523.0217m      | 0.0017m/s    | 0.0134m/s^2  | 522.9710m      | 0.0083m/s^2  |
   160.5s     |523.0213m      | 0.0016m/s    | 0.0134m/s^2  | 523.0159m      | 0.0146m/s^2  |
   160.6s     |523.0216m      | 0.0010m/s    | 0.0134m/s^2  | 523.0456m      | 0.0044m/s^2  |
   160.7s     |523.0222m      | 0.0003m/s    | 0.0134m/s^2  | 523.0456m      | 0.0052m/s^2  |
   160.8s     |523.0225m      | 0.0001m/s    | 0.0134m/s^2  | 523.0309m      | 0.0115m/s^2  |
   160.9s     |523.0227m      |-0.0005m/s    | 0.0134m/s^2  | 523.0309m      | 0.0046m/s^2  |
   161.0s     |523.0225m      |-0.0015m/s    | 0.0134m/s^2  | 523.0159m      | 0.0056m/s^2  |
   161.1s     |523.0220m      |-0.0018m/s    | 0.0134m/s^2  | 523.0011m      | 0.0185m/s^2  |
   161.2s     |523.0209m      |-0.0014m/s    | 0.0134m/s^2  | 522.9710m      | 0.0211m/s^2  |
   161.3s     |523.0196m      |-0.0012m/s    | 0.0134m/s^2  | 522.9861m      | 0.0187m/s^2  |
   161.4s     |523.0190m      |-0.0014m/s    | 0.0134m/s^2  | 523.0011m      | 0.0119m/s^2  |
   161.5s     |523.0187m      |-0.0018m/s    | 0.0134m/s^2  | 523.0159m      | 0.0148m/s^2  |
   161.6s     |523.0190m      |-0.0011m/s    | 0.0134m/s^2  | 523.0761m      | 0.0198m/s^2  |
   161.7s     |523.0210m      | 0.0001m/s    | 0.0134m/s^2  | 523.0908m      | 0.0210m/s^2  |
   161.8s     |523.0231m      | 0.0011m/s    | 0.0134m/s^2  | 523.1058m      | 0.0179m/s^2  |
   161.9s     |523.0258m      | 0.0010m/s    | 0.0134m/s^2  | 523.1356m      | 0.0097m/s^2  |
   162.0s     |523.0291m      | 0.0005m/s    | 0.0134m/s^2  | 523.1653m      | 0.0082m/s^2  |
   162.1s     |523.0307m      | 0.0009m/s    | 0.0134m/s^2  | 523.0757m      | 0.0151m/s^2  |
   162.2s     |523.0315m      | 0.0015m/s    | 0.0133m/s^2  | 523.0309m      | 0.0221m/s^2  |
   162.3s     |523.0316m      | 0.0015m/s    | 0.0133m/s^2  | 523.0460m      | 0.0147m/s^2  |
   162.4s     |523.0316m      | 0.0012m/s    | 0.0133m/s^2  | 523.0162m      | 0.0183m/s^2  |
   162.5s     |523.0308m      | 0.0014m/s    | 0.0134m/s^2  | 522.9868m      | 0.0081m/s^2  |
   162.6s     |523.0306m      | 0.0011m/s    | 0.0134m/s^2  | 523.0518m      | 0.0052m/s^2  |
   162.7s     |523.0307m      | 0.0008m/s    | 0.0134m/s^2  | 523.0217m      | 0.0081m/s^2  |
   162.8s     |523.0307m      |-0.0001m/s    | 0.0134m/s^2  | 523.0843m      | 0.0117m/s^2  |
   162.9s     |523.0320m      |-0.0001m/s    | 0.0133m/s^2  | 523.0843m      | 0.0063m/s^2  |
   163.0s     |523.0333m      |-0.0003m/s    | 0.0133m/s^2  | 523.1493m      | 0.0158m/s^2  |
   163.1s     |523.0362m      | 0.0003m/s    | 0.0133m/s^2  | 523.1342m      | 0.0180m/s^2  |
   163.2s     |523.0385m      | 0.0006m/s    | 0.0133m/s^2  | 523.0897m      | 0.0170m/s^2  |
   163.3s     |523.0405m      | 0.0013m/s    | 0.0133m/s^2  | 523.1075m      | 0.0136m/s^2  |
   163.4s     |523.0421m      | 0.0003m/s    | 0.0133m/s^2  | 523.0778m      |-0.0050m/s^2  |
   163.5s     |523.0438m      |-0.0005m/s    | 0.0133m/s^2  | 523.1250m      | 0.0017m/s^2  |
   163.6s     |523.0455m      |-0.0013m/s    | 0.0132m/s^2  | 523.1103m      | 0.0086m/s^2  |
   163.7s     |523.0471m      |-0.0010m/s    | 0.0132m/s^2  | 523.0956m      | 0.0174m/s^2  |
   163.8s     |523.0482m      |-0.0008m/s    | 0.0132m/s^2  | 523.0956m      | 0.0099m/s^2  |
   163.9s     |523.0493m      |-0.0004m/s    | 0.0132m/s^2  | 523.0805m      | 0.0186m/s^2  |
   164.0s     |523.0511m      | 0.0003m/s    | 0.0132m/s^2  | 523.1606m      | 0.0179m/s^2  |
   164.1s     |523.0536m      | 0.0005m/s    | 0.0132m/s^2  | 523.1606m      | 0.0160m/s^2  |
   164.2s     |523.0563m      | 0.0006m/s    | 0.0132m/s^2  | 523.1606m      | 0.0089m/s^2  |
   164.3s     |523.0580m      | 0.0007m/s    | 0.0131m/s^2  | 523.1103m      | 0.0169m/s^2  |
   164.4s     |523.0595m      | 0.0008m/s    | 0.0131m/s^2  | 523.1103m      | 0.0123m/s^2  |
   164.5s     |523.0608m      | 0.0008m/s    | 0.0131m/s^2  | 523.0805m      | 0.0087m/s^2  |
   164.6s     |523.0611m      | 0.0003m/s    | 0.0131m/s^2  | 523.0658m      | 0.0042m/s^2  |
   164.7s     |523.0612m      |-0.0000m/s    | 0.0131m/s^2  | 523.0658m      | 0.0074m/s^2  |
   164.8s     |523.0611m      |-0.0006m/s    | 0.0131m/s^2  | 523.0507m      | 0.0069m/s^2  |
   164.9s     |523.0607m      |-0.0008m/s    | 0.0131m/s^2  | 523.0357m      | 0.0204m/s^2  |
   165.0s     |523.0597m      |-0.0002m/s    | 0.0131m/s^2  | 523.0063m      | 0.0156m/s^2  |
   165.1s     |523.0583m      |-0.0001m/s    | 0.0131m/s^2  | 523.0063m      | 0.0138m/s^2  |
   165.2s     |523.0569m      |-0.0002m/s    | 0.0132m/s^2  | 522.9909m      | 0.0114m/s^2  |
   165.3s     |523.0550m      |-0.0017m/s    | 0.0132m/s^2  | 522.9909m      |-0.0008m/s^2  |
   165.4s     |523.0528m      |-0.0032m/s    | 0.0132m/s^2  | 522.9762m      | 0.0009m/s^2  |
   165.5s     |523.0503m      |-0.0043m/s    | 0.0132m/s^2  | 522.9611m      | 0.0070m/s^2  |
   165.6s     |523.0473m      |-0.0053m/s    | 0.0132m/s^2  | 522.9464m      | 0.0051m/s^2  |
   165.7s     |523.0439m      |-0.0062m/s    | 0.0132m/s^2  | 522.9163m      | 0.0097m/s^2  |
   165.8s     |523.0399m      |-0.0070m/s    | 0.0133m/s^2  | 522.9016m      | 0.0169m/s^2  |
   165.9s     |523.0368m      |-0.0071m/s    | 0.0133m/s^2  | 522.9519m      | 0.0122m/s^2  |
   166.0s     |523.0338m      |-0.0079m/s    | 0.0133m/s^2  | 522.9519m      | 0.0123m/s^2  |
   166.1s     |523.0310m      |-0.0082m/s    | 0.0133m/s^2  | 522.9666m      | 0.0207m/s^2  |
   166.2s     |523.0288m      |-0.0081m/s    | 0.0133m/s^2  | 522.9817m      | 0.0141m/s^2  |
   166.3s     |523.0267m      |-0.0079m/s    | 0.0133m/s^2  | 522.9666m      | 0.0229m/s^2  |
   166.4s     |523.0241m      |-0.0074m/s    | 0.0134m/s^2  | 522.9163m      | 0.0196m/s^2  |
   166.5s     |523.0205m      |-0.0073m/s    | 0.0134m/s^2  | 522.9163m      | 0.0107m/s^2  |
   166.6s     |523.0172m      |-0.0078m/s    | 0.0134m/s^2  | 522.9163m      | 0.0141m/s^2  |
   166.7s     |523.0129m      |-0.0077m/s    | 0.0134m/s^2  | 522.8691m      | 0.0192m/s^2  |
   166.8s     |523.0090m      |-0.0073m/s    | 0.0135m/s^2  | 522.8989m      | 0.0163m/s^2  |
   166.9s     |523.0047m      |-0.0075m/s    | 0.0135m/s^2  | 522.8660m      | 0.0133m/s^2  |
   167.0s     |523.0009m      |-0.0076m/s    | 0.0135m/s^2  | 522.8961m      | 0.0206m/s^2  |
   167.1s     |522.9979m      |-0.0071m/s    | 0.0135m/s^2  | 522.8903m      | 0.0216m/s^2  |
   167.2s     |522.9954m      |-0.0067m/s    | 0.0135m/s^2  | 522.9351m      | 0.0178m/s^2  |
   167.3s     |522.9926m      |-0.0060m/s    | 0.0136m/s^2  | 522.8876m      | 0.0228m/s^2  |
   167.4s     |522.9899m      |-0.0059m/s    | 0.0136m/s^2  | 522.9173m      | 0.0181m/s^2  |
   167.5s     |522.9890m      |-0.0058m/s    | 0.0136m/s^2  | 522.9919m      | 0.0142m/s^2  |
   167.6s     |522.9890m      |-0.0054m/s    | 0.0136m/s^2  | 522.9868m      | 0.0144m/s^2  |
   167.7s     |522.9886m      |-0.0058m/s    | 0.0136m/s^2  | 522.9868m      | 0.0173m/s^2  |
   167.8s     |522.9883m      |-0.0056m/s    | 0.0136m/s^2  | 523.0015m      | 0.0125m/s^2  |
   167.9s     |522.9881m      |-0.0053m/s    | 0.0136m/s^2  | 522.9868m      | 0.0172m/s^2  |
   168.0s     |522.9874m      |-0.0048m/s    | 0.0136m/s^2  | 522.9714m      | 0.0160m/s^2  |
   168.1s     |522.9865m      |-0.0041m/s    | 0.0136m/s^2  | 522.9567m      | 0.0212m/s^2  |
   168.2s     |522.9852m      |-0.0042m/s    | 0.0136m/s^2  | 522.9269m      | 0.0076m/s^2  |
   168.3s     |522.9832m      |-0.0050m/s    | 0.0136m/s^2  | 522.9119m      | 0.0040m/s^2  |
   168.4s     |522.9809m      |-0.0059m/s    | 0.0136m/s^2  | 522.9119m      | 0.0050m/s^2  |
   168.5s     |522.9785m      |-0.0066m/s    | 0.0136m/s^2  | 522.8972m      | 0.0077m/s^2  |
   168.6s     |522.9756m      |-0.0080m/s    | 0.0136m/s^2  | 522.8821m      | 0.0028m/s^2  |
   168.7s     |522.9725m      |-0.0088m/s    | 0.0137m/s^2  | 522.9119m      | 0.0157m/s^2  |
   168.8s     |522.9702m      |-0.0089m/s    | 0.0137m/s^2  | 522.9119m      | 0.0110m/s^2  |
   168.9s     |522.9678m      |-0.0094m/s    | 0.0137m/s^2  | 522.8972m      | 0.0064m/s^2  |
   169.0s     |522.9649m      |-0.0096m/s    | 0.0137m/s^2  | 522.8972m      | 0.0160m/s^2  |
   169.1s     |522.9625m      |-0.0100m/s    | 0.0137m/s^2  | 522.9119m      | 0.0079m/s^2  |
   169.2s     |522.9602m      |-0.0106m/s    | 0.0137m/s^2  | 522.9420m      | 0.0100m/s^2  |
   169.3s     |522.9586m      |-0.0109m/s    | 0.0137m/s^2  | 522.9269m      | 0.0147m/s^2  |
   169.4s     |522.9572m      |-0.0110m/s    | 0.0137m/s^2  | 522.9714m      | 0.0108m/s^2  |
   169.5s     |522.9563m      |-0.0111m/s    | 0.0137m/s^2  | 522.9567m      | 0.0133m/s^2  |
   169.6s     |522.9550m      |-0.0111m/s    | 0.0137m/s^2  | 522.9115m      | 0.0164m/s^2  |
   169.7s     |522.9529m      |-0.0110m/s    | 0.0137m/s^2  | 522.9115m      | 0.0186m/s^2  |
   169.8s     |522.9509m      |-0.0109m/s    | 0.0137m/s^2  | 522.9115m      | 0.0123m/s^2  |
   169.9s     |522.9490m      |-0.0114m/s    | 0.0137m/s^2  | 522.8766m      | 0.0042m/s^2  |
   170.0s     |522.9460m      |-0.0125m/s    | 0.0138m/s^2  | 522.8766m      | 0.0072m/s^2  |
   170.1s     |522.9427m      |-0.0121m/s    | 0.0138m/s^2  | 522.8766m      | 0.0309m/s^2  |
   170.2s     |522.9399m      |-0.0117m/s    | 0.0138m/s^2  | 522.8766m      | 0.0133m/s^2  |
   170.3s     |522.9375m      |-0.0122m/s    | 0.0138m/s^2  | 522.9061m      | 0.0053m/s^2  |
   170.4s     |522.9357m      |-0.0131m/s    | 0.0138m/s^2  | 522.9211m      | 0.0083m/s^2  |
   170.5s     |522.9332m      |-0.0137m/s    | 0.0138m/s^2  | 522.8708m      | 0.0139m/s^2  |
   170.6s     |522.9304m      |-0.0134m/s    | 0.0138m/s^2  | 522.8862m      | 0.0231m/s^2  |
   170.7s     |522.9283m      |-0.0126m/s    | 0.0138m/s^2  | 522.9009m      | 0.0212m/s^2  |
   170.8s     |522.9268m      |-0.0118m/s    | 0.0138m/s^2  | 522.9454m      | 0.0215m/s^2  |
   170.9s     |522.9264m      |-0.0115m/s    | 0.0138m/s^2  | 522.9604m      | 0.0167m/s^2  |
   171.0s     |522.9263m      |-0.0112m/s    | 0.0138m/s^2  | 522.9604m      | 0.0202m/s^2  |
   171.1s     |522.9257m      |-0.0106m/s    | 0.0138m/s^2  | 522.8982m      | 0.0187m/s^2  |
