
 time | altitude |  velocity | accel_bias | alt (bmp) | vert_accel |
    48.7s     |523.0146m      |-0.0045m/s    | 0.0172m/s^2  | 523.0921m      | 0.0150m/s^2  |
    48.8s     |523.0162m      |-0.0041m/s    | 0.0172m/s^2  | 523.0921m      | 0.0206m/s^2  |
    48.9s     |523.0180m      |-0.0037m/s    | 0.0172m/s^2  | 523.1424m      | 0.0137m/s^2  |
    49.0s     |523.0206m      |-0.0036m/s    | 0.0171m/s^2  | 523.1277m      | 0.0143m/s^2  |
    49.1s     |523.0227m      |-0.0033m/s    | 0.0171m/s^2  | 523.0980m      | 0.0154m/s^2  |
    49.2s     |523.0242m      |-0.0032m/s    | 0.0171m/s^2  | 523.0980m      | 0.0159m/s^2  |
    49.3s     |523.0264m      |-0.0029m/s    | 0.0171m/s^2  | 523.1479m      | 0.0181m/s^2  |
    49.4s     |523.0288m      |-0.0026m/s    | 0.0171m/s^2  | 523.1328m      | 0.0123m/s^2  |
    49.5s     |523.0306m      |-0.0026m/s    | 0.0170m/s^2  | 523.1031m      | 0.0121m/s^2  |
    49.6s     |523.0316m      |-0.0026m/s    | 0.0170m/s^2  | 523.0737m      | 0.0168m/s^2  |
    49.7s     |523.0319m      |-0.0030m/s    | 0.0170m/s^2  | 523.0436m      | 0.0112m/s^2  |
    49.8s     |523.0315m      |-0.0035m/s    | 0.0170m/s^2  | 523.0289m      | 0.0122m/s^2  |
    49.9s     |523.0306m      |-0.0035m/s    | 0.0170m/s^2  | 522.9991m      | 0.0193m/s^2  |
    50.0s     |523.0288m      |-0.0034m/s    | 0.0170m/s^2  | 522.9543m      | 0.0210m/s^2  |
    50.1s     |523.0266m      |-0.0032m/s    | 0.0171m/s^2  | 522.9871m      | 0.0177m/s^2  |
    50.2s     |523.0248m      |-0.0035m/s    | 0.0171m/s^2  | 522.9570m      | 0.0167m/s^2  |
    50.3s     |523.0219m      |-0.0035m/s    | 0.0171m/s^2  | 522.8677m      | 0.0236m/s^2  |
    50.4s     |523.0175m      |-0.0039m/s    | 0.0171m/s^2  | 522.8229m      | 0.0150m/s^2  |
    50.5s     |523.0119m      |-0.0046m/s    | 0.0172m/s^2  | 522.7932m      | 0.0198m/s^2  |
    50.6s     |523.0067m      |-0.0053m/s    | 0.0172m/s^2  | 522.8411m      | 0.0188m/s^2  |
    50.7s     |523.0021m      |-0.0059m/s    | 0.0172m/s^2  | 522.8411m      | 0.0179m/s^2  |
    50.8s     |522.9970m      |-0.0067m/s    | 0.0173m/s^2  | 522.8411m      | 0.0146m/s^2  |
    50.9s     |522.9924m      |-0.0075m/s    | 0.0173m/s^2  | 522.8411m      | 0.0118m/s^2  |
    51.0s     |522.9881m      |-0.0083m/s    | 0.0173m/s^2  | 522.8855m      | 0.0118m/s^2  |
    51.1s     |522.9847m      |-0.0090m/s    | 0.0173m/s^2  | 522.8855m      | 0.0148m/s^2  |
    51.2s     |522.9816m      |-0.0093m/s    | 0.0174m/s^2  | 522.9153m      | 0.0205m/s^2  |
    51.3s     |522.9794m      |-0.0092m/s    | 0.0174m/s^2  | 522.9598m      | 0.0180m/s^2  |
    51.4s     |522.9771m      |-0.0095m/s    | 0.0174m/s^2  | 522.9273m      | 0.0216m/s^2  |
    51.5s     |522.9750m      |-0.0096m/s    | 0.0174m/s^2  | 522.9423m      | 0.0149m/s^2  |
    51.6s     |522.9734m      |-0.0098m/s    | 0.0174m/s^2  | 522.9570m      | 0.0150m/s^2  |
    51.7s     |522.9723m      |-0.0101m/s    | 0.0174m/s^2  | 522.9871m      | 0.0156m/s^2  |
    51.8s     |522.9719m      |-0.0105m/s    | 0.0174m/s^2  | 523.0018m      | 0.0150m/s^2  |
    51.9s     |522.9717m      |-0.0111m/s    | 0.0174m/s^2  | 522.9840m      | 0.0112m/s^2  |
    52.0s     |522.9714m      |-0.0119m/s    | 0.0174m/s^2  | 523.0764m      | 0.0117m/s^2  |
    52.1s     |522.9716m      |-0.0120m/s    | 0.0174m/s^2  | 522.9991m      | 0.0120m/s^2  |
    52.2s     |522.9713m      |-0.0119m/s    | 0.0174m/s^2  | 523.0138m      | 0.0221m/s^2  |
    52.3s     |522.9713m      |-0.0111m/s    | 0.0173m/s^2  | 523.0289m      | 0.0294m/s^2  |
    52.4s     |522.9720m      |-0.0099m/s    | 0.0173m/s^2  | 523.0583m      | 0.0288m/s^2  |
    52.5s     |522.9735m      |-0.0089m/s    | 0.0173m/s^2  | 523.0234m      | 0.0164m/s^2  |
    52.6s     |522.9743m      |-0.0089m/s    | 0.0173m/s^2  | 523.0531m      | 0.0170m/s^2  |
    52.7s     |522.9758m      |-0.0085m/s    | 0.0173m/s^2  | 523.0829m      | 0.0211m/s^2  |
    52.8s     |522.9777m      |-0.0086m/s    | 0.0173m/s^2  | 523.0829m      | 0.0152m/s^2  |
    52.9s     |522.9794m      |-0.0093m/s    | 0.0172m/s^2  | 523.0829m      | 0.0057m/s^2  |
    53.0s     |522.9811m      |-0.0095m/s    | 0.0172m/s^2  | 523.0829m      | 0.0135m/s^2  |
    53.1s     |522.9826m      |-0.0098m/s    | 0.0172m/s^2  | 523.0679m      | 0.0120m/s^2  |
    53.2s     |522.9834m      |-0.0104m/s    | 0.0172m/s^2  | 523.0531m      | 0.0044m/s^2  |
    53.3s     |522.9834m      |-0.0109m/s    | 0.0172m/s^2  | 523.0083m      | 0.0084m/s^2  |
    53.4s     |522.9827m      |-0.0113m/s    | 0.0172m/s^2  | 522.9933m      | 0.0155m/s^2  |
    53.5s     |522.9818m      |-0.0115m/s    | 0.0172m/s^2  | 522.9933m      | 0.0143m/s^2  |
    53.6s     |522.9810m      |-0.0117m/s    | 0.0172m/s^2  | 522.9933m      | 0.0129m/s^2  |
    53.7s     |522.9802m      |-0.0124m/s    | 0.0172m/s^2  | 523.0083m      | 0.0118m/s^2  |
    53.8s     |522.9798m      |-0.0129m/s    | 0.0172m/s^2  | 523.0083m      | 0.0104m/s^2  |
    53.9s     |522.9794m      |-0.0133m/s    | 0.0172m/s^2  | 523.0083m      | 0.0178m/s^2  |
    54.0s     |522.9791m      |-0.0130m/s    | 0.0171m/s^2  | 523.0381m      | 0.0208m/s^2  |
    54.1s     |522.9794m      |-0.0130m/s    | 0.0171m/s^2  | 523.0531m      | 0.0100m/s^2  |
    54.2s     |522.9804m      |-0.0130m/s    | 0.0171m/s^2  | 523.0829m      | 0.0093m/s^2  |
    54.3s     |522.9813m      |-0.0132m/s    | 0.0171m/s^2  | 523.0679m      | 0.0157m/s^2  |
    54.4s     |522.9821m      |-0.0128m/s    | 0.0171m/s^2  | 523.0531m      | 0.0178m/s^2  |
    54.5s     |522.9831m      |-0.0129m/s    | 0.0171m/s^2  | 523.0829m      | 0.0193m/s^2  |
    54.6s     |522.9846m      |-0.0127m/s    | 0.0170m/s^2  | 523.1127m      | 0.0162m/s^2  |
    54.7s     |522.9861m      |-0.0126m/s    | 0.0170m/s^2  | 523.1277m      | 0.0118m/s^2  |
    54.8s     |522.9862m      |-0.0133m/s    | 0.0170m/s^2  | 523.0179m      | 0.0087m/s^2  |
    54.9s     |522.9855m      |-0.0144m/s    | 0.0170m/s^2  | 523.0029m      | 0.0092m/s^2  |
    55.0s     |522.9841m      |-0.0148m/s    | 0.0170m/s^2  | 522.9882m      | 0.0117m/s^2  |
    55.1s     |522.9827m      |-0.0154m/s    | 0.0170m/s^2  | 522.9882m      | 0.0136m/s^2  |
    55.2s     |522.9808m      |-0.0156m/s    | 0.0170m/s^2  | 522.9580m      | 0.0163m/s^2  |
    55.3s     |522.9778m      |-0.0162m/s    | 0.0170m/s^2  | 522.9136m      | 0.0133m/s^2  |
    55.4s     |522.9743m      |-0.0162m/s    | 0.0170m/s^2  | 522.8989m      | 0.0255m/s^2  |
    55.5s     |522.9708m      |-0.0161m/s    | 0.0170m/s^2  | 522.9136m      | 0.0199m/s^2  |
    55.6s     |522.9676m      |-0.0163m/s    | 0.0171m/s^2  | 522.9136m      | 0.0184m/s^2  |
    55.7s     |522.9644m      |-0.0173m/s    | 0.0171m/s^2  | 522.8989m      | 0.0071m/s^2  |
    55.8s     |522.9608m      |-0.0185m/s    | 0.0171m/s^2  | 522.8835m      | 0.0072m/s^2  |
    55.9s     |522.9570m      |-0.0196m/s    | 0.0171m/s^2  | 522.8688m      | 0.0183m/s^2  |
    56.0s     |522.9527m      |-0.0196m/s    | 0.0171m/s^2  | 522.8541m      | 0.0248m/s^2  |
    56.1s     |522.9479m      |-0.0196m/s    | 0.0171m/s^2  | 522.8390m      | 0.0143m/s^2  |
    56.2s     |522.9434m      |-0.0207m/s    | 0.0172m/s^2  | 522.8541m      | 0.0118m/s^2  |
    56.3s     |522.9394m      |-0.0211m/s    | 0.0172m/s^2  | 522.8688m      | 0.0142m/s^2  |
    56.4s     |522.9344m      |-0.0219m/s    | 0.0172m/s^2  | 522.7939m      | 0.0156m/s^2  |
    56.5s     |522.9287m      |-0.0223m/s    | 0.0172m/s^2  | 522.7939m      | 0.0149m/s^2  |
    56.6s     |522.9231m      |-0.0232m/s    | 0.0172m/s^2  | 522.7939m      | 0.0182m/s^2  |
    56.7s     |522.9173m      |-0.0239m/s    | 0.0173m/s^2  | 522.7792m      | 0.0030m/s^2  |
    56.8s     |522.9114m      |-0.0250m/s    | 0.0173m/s^2  | 522.7939m      | 0.0130m/s^2  |
    56.9s     |522.9063m      |-0.0261m/s    | 0.0173m/s^2  | 522.8236m      | 0.0097m/s^2  |
    57.0s     |522.9017m      |-0.0269m/s    | 0.0173m/s^2  | 522.8387m      | 0.0204m/s^2  |
    57.1s     |522.8972m      |-0.0270m/s    | 0.0173m/s^2  | 522.8236m      | 0.0130m/s^2  |
    57.2s     |522.8916m      |-0.0279m/s    | 0.0174m/s^2  | 522.7439m      | 0.0125m/s^2  |
    57.3s     |522.8849m      |-0.0293m/s    | 0.0174m/s^2  | 522.7586m      | 0.0053m/s^2  |
    57.4s     |522.8792m      |-0.0299m/s    | 0.0174m/s^2  | 522.8034m      | 0.0159m/s^2  |
    57.5s     |522.8744m      |-0.0309m/s    | 0.0174m/s^2  | 522.8181m      | 0.0123m/s^2  |
    57.6s     |522.8704m      |-0.0314m/s    | 0.0174m/s^2  | 522.8479m      | 0.0067m/s^2  |
    57.7s     |522.8672m      |-0.0320m/s    | 0.0174m/s^2  | 522.8927m      | 0.0131m/s^2  |
    57.8s     |522.8643m      |-0.0322m/s    | 0.0174m/s^2  | 522.8927m      | 0.0124m/s^2  |
    57.9s     |522.8609m      |-0.0330m/s    | 0.0174m/s^2  | 522.8428m      | 0.0080m/s^2  |
    58.0s     |522.8577m      |-0.0334m/s    | 0.0174m/s^2  | 522.8725m      | 0.0136m/s^2  |
    58.1s     |522.8551m      |-0.0331m/s    | 0.0174m/s^2  | 522.8876m      | 0.0203m/s^2  |
    58.2s     |522.8528m      |-0.0325m/s    | 0.0174m/s^2  | 522.9023m      | 0.0187m/s^2  |
    58.3s     |522.8510m      |-0.0326m/s    | 0.0174m/s^2  | 522.9170m      | 0.0104m/s^2  |
    58.4s     |522.8497m      |-0.0329m/s    | 0.0174m/s^2  | 522.9321m      | 0.0140m/s^2  |
    58.5s     |522.8484m      |-0.0328m/s    | 0.0174m/s^2  | 522.9170m      | 0.0179m/s^2  |
    58.6s     |522.8468m      |-0.0327m/s    | 0.0174m/s^2  | 522.9023m      | 0.0115m/s^2  |
    58.7s     |522.8448m      |-0.0330m/s    | 0.0174m/s^2  | 522.8876m      | 0.0080m/s^2  |
    58.8s     |522.8423m      |-0.0338m/s    | 0.0174m/s^2  | 522.8725m      | 0.0157m/s^2  |
    58.9s     |522.8387m      |-0.0345m/s    | 0.0174m/s^2  | 522.7949m      | 0.0080m/s^2  |
    59.0s     |522.8341m      |-0.0356m/s    | 0.0174m/s^2  | 522.7949m      | 0.0111m/s^2  |
    59.1s     |522.8296m      |-0.0362m/s    | 0.0174m/s^2  | 522.7949m      | 0.0140m/s^2  |
    59.2s     |522.8256m      |-0.0358m/s    | 0.0174m/s^2  | 522.8250m      | 0.0252m/s^2  |
    59.3s     |522.8221m      |-0.0358m/s    | 0.0174m/s^2  | 522.8250m      | 0.0132m/s^2  |
    59.4s     |522.8181m      |-0.0366m/s    | 0.0174m/s^2  | 522.8099m      | 0.0106m/s^2  |
    59.5s     |522.8139m      |-0.0377m/s    | 0.0174m/s^2  | 522.7949m      | 0.0071m/s^2  |
    59.6s     |522.8091m      |-0.0386m/s    | 0.0174m/s^2  | 522.7802m      | 0.0180m/s^2  |
    59.7s     |522.8051m      |-0.0386m/s    | 0.0174m/s^2  | 522.8099m      | 0.0218m/s^2  |
    59.8s     |522.8019m      |-0.0382m/s    | 0.0174m/s^2  | 522.8397m      | 0.0185m/s^2  |
    59.9s     |522.7991m      |-0.0380m/s    | 0.0174m/s^2  | 522.8547m      | 0.0176m/s^2  |
    60.0s     |522.7971m      |-0.0374m/s    | 0.0174m/s^2  | 522.8695m      | 0.0173m/s^2  |
    60.1s     |522.7953m      |-0.0365m/s    | 0.0173m/s^2  | 522.8695m      | 0.0235m/s^2  |
    60.2s     |522.7930m      |-0.0362m/s    | 0.0173m/s^2  | 522.8397m      | 0.0206m/s^2  |
    60.3s     |522.7906m      |-0.0358m/s    | 0.0173m/s^2  | 522.8397m      | 0.0193m/s^2  |
    60.4s     |522.7865m      |-0.0355m/s    | 0.0173m/s^2  | 522.7597m      | 0.0197m/s^2  |
    60.5s     |522.7831m      |-0.0348m/s    | 0.0173m/s^2  | 522.8195m      | 0.0230m/s^2  |
    60.6s     |522.7804m      |-0.0339m/s    | 0.0173m/s^2  | 522.8346m      | 0.0243m/s^2  |
    60.7s     |522.7786m      |-0.0340m/s    | 0.0173m/s^2  | 522.8643m      | 0.0116m/s^2  |
    60.8s     |522.7776m      |-0.0340m/s    | 0.0173m/s^2  | 522.8937m      | 0.0118m/s^2  |
    60.9s     |522.7771m      |-0.0337m/s    | 0.0173m/s^2  | 522.8315m      | 0.0210m/s^2  |
    61.0s     |522.7753m      |-0.0326m/s    | 0.0173m/s^2  | 522.8612m      | 0.0228m/s^2  |
    61.1s     |522.7747m      |-0.0318m/s    | 0.0172m/s^2  | 522.9057m      | 0.0182m/s^2  |
    61.2s     |522.7751m      |-0.0315m/s    | 0.0172m/s^2  | 522.9505m      | 0.0199m/s^2  |
    61.3s     |522.7756m      |-0.0306m/s    | 0.0172m/s^2  | 522.9180m      | 0.0278m/s^2  |
    61.4s     |522.7766m      |-0.0294m/s    | 0.0171m/s^2  | 522.9478m      | 0.0228m/s^2  |
    61.5s     |522.7779m      |-0.0276m/s    | 0.0171m/s^2  | 522.9331m      | 0.0305m/s^2  |
    61.6s     |522.7788m      |-0.0269m/s    | 0.0171m/s^2  | 522.9030m      | 0.0210m/s^2  |
    61.7s     |522.7790m      |-0.0263m/s    | 0.0171m/s^2  | 522.8883m      | 0.0172m/s^2  |
    61.8s     |522.7799m      |-0.0264m/s    | 0.0170m/s^2  | 522.9211m      | 0.0035m/s^2  |
    61.9s     |522.7805m      |-0.0272m/s    | 0.0170m/s^2  | 522.9057m      | 0.0075m/s^2  |
    62.0s     |522.7808m      |-0.0279m/s    | 0.0170m/s^2  | 522.9238m      | 0.0107m/s^2  |
    62.1s     |522.7813m      |-0.0286m/s    | 0.0170m/s^2  | 522.8937m      | 0.0055m/s^2  |
    62.2s     |522.7807m      |-0.0293m/s    | 0.0169m/s^2  | 522.8643m      | 0.0103m/s^2  |
    62.3s     |522.7805m      |-0.0292m/s    | 0.0169m/s^2  | 522.8842m      | 0.0152m/s^2  |
    62.4s     |522.7798m      |-0.0290m/s    | 0.0169m/s^2  | 522.8397m      | 0.0137m/s^2  |
    62.5s     |522.7789m      |-0.0290m/s    | 0.0169m/s^2  | 522.8575m      | 0.0111m/s^2  |
    62.6s     |522.7777m      |-0.0292m/s    | 0.0169m/s^2  | 522.8277m      | 0.0049m/s^2  |
    62.7s     |522.7757m      |-0.0302m/s    | 0.0169m/s^2  | 522.8130m      | 0.0125m/s^2  |
    62.8s     |522.7732m      |-0.0309m/s    | 0.0169m/s^2  | 522.7682m      | 0.0135m/s^2  |
    62.9s     |522.7702m      |-0.0316m/s    | 0.0168m/s^2  | 522.8181m      | 0.0093m/s^2  |
    63.0s     |522.7677m      |-0.0319m/s    | 0.0168m/s^2  | 522.7887m      | 0.0140m/s^2  |
    63.1s     |522.7642m      |-0.0322m/s    | 0.0168m/s^2  | 522.7439m      | 0.0120m/s^2  |
    63.2s     |522.7606m      |-0.0325m/s    | 0.0168m/s^2  | 522.7586m      | 0.0193m/s^2  |
    63.3s     |522.7573m      |-0.0332m/s    | 0.0168m/s^2  | 522.7586m      | 0.0052m/s^2  |
    63.4s     |522.7545m      |-0.0344m/s    | 0.0168m/s^2  | 522.7887m      | 0.0076m/s^2  |
    63.5s     |522.7522m      |-0.0349m/s    | 0.0168m/s^2  | 522.8034m      | 0.0121m/s^2  |
    63.6s     |522.7502m      |-0.0350m/s    | 0.0168m/s^2  | 522.8332m      | 0.0178m/s^2  |
    63.7s     |522.7488m      |-0.0352m/s    | 0.0168m/s^2  | 522.8332m      | 0.0148m/s^2  |
    63.8s     |522.7476m      |-0.0351m/s    | 0.0168m/s^2  | 522.8479m      | 0.0128m/s^2  |
    63.9s     |522.7470m      |-0.0350m/s    | 0.0168m/s^2  | 522.8780m      | 0.0131m/s^2  |
    64.0s     |522.7468m      |-0.0354m/s    | 0.0167m/s^2  | 522.8780m      | 0.0039m/s^2  |
    64.1s     |522.7467m      |-0.0356m/s    | 0.0167m/s^2  | 522.8927m      | 0.0164m/s^2  |
    64.2s     |522.7472m      |-0.0353m/s    | 0.0167m/s^2  | 522.9078m      | 0.0103m/s^2  |
    64.3s     |522.7486m      |-0.0349m/s    | 0.0166m/s^2  | 522.9430m      | 0.0209m/s^2  |
    64.4s     |522.7501m      |-0.0344m/s    | 0.0166m/s^2  | 522.9430m      | 0.0112m/s^2  |
    64.5s     |522.7514m      |-0.0348m/s    | 0.0166m/s^2  | 522.9279m      | 0.0015m/s^2  |
    64.6s     |522.7523m      |-0.0353m/s    | 0.0165m/s^2  | 522.9279m      | 0.0170m/s^2  |
    64.7s     |522.7534m      |-0.0351m/s    | 0.0165m/s^2  | 522.9279m      | 0.0123m/s^2  |
    64.8s     |522.7541m      |-0.0350m/s    | 0.0165m/s^2  | 522.9132m      | 0.0132m/s^2  |
    64.9s     |522.7546m      |-0.0353m/s    | 0.0164m/s^2  | 522.9283m      | 0.0130m/s^2  |
    65.0s     |522.7553m      |-0.0351m/s    | 0.0164m/s^2  | 522.9136m      | 0.0103m/s^2  |
    65.1s     |522.7553m      |-0.0351m/s    | 0.0164m/s^2  | 522.8835m      | 0.0160m/s^2  |
    65.2s     |522.7548m      |-0.0346m/s    | 0.0163m/s^2  | 522.8688m      | 0.0136m/s^2  |
    65.3s     |522.7537m      |-0.0349m/s    | 0.0163m/s^2  | 522.8390m      | 0.0103m/s^2  |
    65.4s     |522.7527m      |-0.0355m/s    | 0.0163m/s^2  | 522.8390m      | 0.0018m/s^2  |
    65.5s     |522.7513m      |-0.0360m/s    | 0.0163m/s^2  | 522.7644m      | 0.0167m/s^2  |
    65.6s     |522.7481m      |-0.0358m/s    | 0.0163m/s^2  | 522.7792m      | 0.0183m/s^2  |
    65.7s     |522.7453m      |-0.0357m/s    | 0.0163m/s^2  | 522.7792m      | 0.0170m/s^2  |
    65.8s     |522.7426m      |-0.0359m/s    | 0.0163m/s^2  | 522.7939m      | 0.0148m/s^2  |
    65.9s     |522.7403m      |-0.0361m/s    | 0.0163m/s^2  | 522.8089m      | 0.0076m/s^2  |
    66.0s     |522.7385m      |-0.0372m/s    | 0.0162m/s^2  | 522.7586m      | 0.0022m/s^2  |
    66.1s     |522.7353m      |-0.0384m/s    | 0.0162m/s^2  | 522.7733m      | 0.0011m/s^2  |
    66.2s     |522.7328m      |-0.0388m/s    | 0.0162m/s^2  | 522.7887m      | 0.0132m/s^2  |
    66.3s     |522.7306m      |-0.0377m/s    | 0.0162m/s^2  | 522.8034m      | 0.0274m/s^2  |
    66.4s     |522.7285m      |-0.0368m/s    | 0.0162m/s^2  | 522.7384m      | 0.0186m/s^2  |
    66.5s     |522.7254m      |-0.0366m/s    | 0.0162m/s^2  | 522.7682m      | 0.0173m/s^2  |
    66.6s     |522.7234m      |-0.0364m/s    | 0.0162m/s^2  | 522.8130m      | 0.0199m/s^2  |
    66.7s     |522.7221m      |-0.0364m/s    | 0.0162m/s^2  | 522.7802m      | 0.0079m/s^2  |
    66.8s     |522.7200m      |-0.0365m/s    | 0.0161m/s^2  | 522.7949m      | 0.0096m/s^2  |
    66.9s     |522.7187m      |-0.0368m/s    | 0.0161m/s^2  | 522.8250m      | 0.0123m/s^2  |
    67.0s     |522.7178m      |-0.0366m/s    | 0.0161m/s^2  | 522.8547m      | 0.0156m/s^2  |
    67.1s     |522.7175m      |-0.0358m/s    | 0.0161m/s^2  | 522.8695m      | 0.0209m/s^2  |
    67.2s     |522.7184m      |-0.0342m/s    | 0.0160m/s^2  | 522.9143m      | 0.0202m/s^2  |
    67.3s     |522.7194m      |-0.0342m/s    | 0.0160m/s^2  | 522.8346m      | 0.0026m/s^2  |
    67.4s     |522.7189m      |-0.0348m/s    | 0.0160m/s^2  | 522.8493m      | 0.0089m/s^2  |
    67.5s     |522.7188m      |-0.0349m/s    | 0.0160m/s^2  | 522.8643m      | 0.0125m/s^2  |
    67.6s     |522.7190m      |-0.0347m/s    | 0.0159m/s^2  | 522.8790m      | 0.0140m/s^2  |
    67.7s     |522.7199m      |-0.0345m/s    | 0.0159m/s^2  | 522.8937m      | 0.0101m/s^2  |
    67.8s     |522.7206m      |-0.0342m/s    | 0.0159m/s^2  | 522.8937m      | 0.0110m/s^2  |
    67.9s     |522.7216m      |-0.0339m/s    | 0.0158m/s^2  | 522.8937m      | 0.0121m/s^2  |
    68.0s     |522.7223m      |-0.0334m/s    | 0.0158m/s^2  | 522.8790m      | 0.0151m/s^2  |
    68.1s     |522.7229m      |-0.0333m/s    | 0.0158m/s^2  | 522.8790m      | 0.0098m/s^2  |
    68.2s     |522.7235m      |-0.0334m/s    | 0.0157m/s^2  | 522.8790m      | 0.0050m/s^2  |
    68.3s     |522.7245m      |-0.0331m/s    | 0.0157m/s^2  | 522.9091m      | 0.0188m/s^2  |
    68.4s     |522.7260m      |-0.0320m/s    | 0.0157m/s^2  | 522.9238m      | 0.0213m/s^2  |
    68.5s     |522.7286m      |-0.0311m/s    | 0.0156m/s^2  | 522.9683m      | 0.0147m/s^2  |
    68.6s     |522.7315m      |-0.0303m/s    | 0.0156m/s^2  | 522.9683m      | 0.0165m/s^2  |
    68.7s     |522.7340m      |-0.0298m/s    | 0.0155m/s^2  | 522.9057m      | 0.0112m/s^2  |
    68.8s     |522.7361m      |-0.0291m/s    | 0.0155m/s^2  | 522.9057m      | 0.0160m/s^2  |
    68.9s     |522.7375m      |-0.0286m/s    | 0.0154m/s^2  | 522.9057m      | 0.0142m/s^2  |
    69.0s     |522.7386m      |-0.0282m/s    | 0.0154m/s^2  | 522.8910m      | 0.0177m/s^2  |
    69.1s     |522.7401m      |-0.0270m/s    | 0.0154m/s^2  | 522.9386m      | 0.0241m/s^2  |
    69.2s     |522.7425m      |-0.0256m/s    | 0.0153m/s^2  | 522.9386m      | 0.0191m/s^2  |
    69.3s     |522.7452m      |-0.0250m/s    | 0.0153m/s^2  | 522.9536m      | 0.0121m/s^2  |
    69.4s     |522.7477m      |-0.0243m/s    | 0.0153m/s^2  | 522.9238m      | 0.0167m/s^2  |
    69.5s     |522.7498m      |-0.0233m/s    | 0.0152m/s^2  | 522.9238m      | 0.0182m/s^2  |
    69.6s     |522.7520m      |-0.0229m/s    | 0.0152m/s^2  | 522.9386m      | 0.0168m/s^2  |
    69.7s     |522.7544m      |-0.0225m/s    | 0.0151m/s^2  | 522.9386m      | 0.0123m/s^2  |
    69.8s     |522.7568m      |-0.0226m/s    | 0.0151m/s^2  | 522.9386m      | 0.0057m/s^2  |
    69.9s     |522.7592m      |-0.0230m/s    | 0.0151m/s^2  | 522.9536m      | 0.0033m/s^2  |
    70.0s     |522.7620m      |-0.0233m/s    | 0.0150m/s^2  | 522.9683m      | 0.0079m/s^2  |
    70.1s     |522.7651m      |-0.0227m/s    | 0.0150m/s^2  | 522.9834m      | 0.0151m/s^2  |
    70.2s     |522.7673m      |-0.0226m/s    | 0.0150m/s^2  | 522.9505m      | 0.0039m/s^2  |
    70.3s     |522.7705m      |-0.0228m/s    | 0.0149m/s^2  | 523.0104m      | 0.0115m/s^2  |
    70.4s     |522.7747m      |-0.0226m/s    | 0.0149m/s^2  | 523.0401m      | 0.0106m/s^2  |
    70.5s     |522.7794m      |-0.0217m/s    | 0.0148m/s^2  | 523.0251m      | 0.0203m/s^2  |
    70.6s     |522.7827m      |-0.0203m/s    | 0.0148m/s^2  | 522.9775m      | 0.0231m/s^2  |
    70.7s     |522.7859m      |-0.0196m/s    | 0.0147m/s^2  | 523.0076m      | 0.0151m/s^2  |
    70.8s     |522.7896m      |-0.0184m/s    | 0.0147m/s^2  | 523.0076m      | 0.0170m/s^2  |
    70.9s     |522.7932m      |-0.0172m/s    | 0.0146m/s^2  | 523.0224m      | 0.0149m/s^2  |
    71.0s     |522.7975m      |-0.0165m/s    | 0.0146m/s^2  | 523.0076m      | 0.0153m/s^2  |
    71.1s     |522.8010m      |-0.0151m/s    | 0.0145m/s^2  | 522.9423m      | 0.0280m/s^2  |
    71.2s     |522.8031m      |-0.0138m/s    | 0.0145m/s^2  | 522.9423m      | 0.0190m/s^2  |
    71.3s     |522.8054m      |-0.0135m/s    | 0.0145m/s^2  | 522.9423m      | 0.0163m/s^2  |
    71.4s     |522.8076m      |-0.0126m/s    | 0.0145m/s^2  | 522.9423m      | 0.0150m/s^2  |
    71.5s     |522.8098m      |-0.0116m/s    | 0.0144m/s^2  | 522.9423m      | 0.0202m/s^2  |
    71.6s     |522.8121m      |-0.0098m/s    | 0.0144m/s^2  | 522.9423m      | 0.0316m/s^2  |
    71.7s     |522.8144m      |-0.0092m/s    | 0.0144m/s^2  | 522.9273m      | 0.0093m/s^2  |
    71.8s     |522.8163m      |-0.0092m/s    | 0.0144m/s^2  | 522.9423m      | 0.0150m/s^2  |
    71.9s     |522.8186m      |-0.0091m/s    | 0.0143m/s^2  | 522.9574m      | 0.0130m/s^2  |
    72.0s     |522.8202m      |-0.0089m/s    | 0.0143m/s^2  | 522.8948m      | 0.0207m/s^2  |
    72.1s     |522.8212m      |-0.0082m/s    | 0.0143m/s^2  | 522.9273m      | 0.0115m/s^2  |
    72.2s     |522.8234m      |-0.0072m/s    | 0.0143m/s^2  | 522.9574m      | 0.0229m/s^2  |
    72.3s     |522.8253m      |-0.0055m/s    | 0.0143m/s^2  | 522.9574m      | 0.0326m/s^2  |
    72.4s     |522.8281m      |-0.0038m/s    | 0.0142m/s^2  | 522.9574m      | 0.0211m/s^2  |
    72.5s     |522.8312m      |-0.0025m/s    | 0.0142m/s^2  | 522.9574m      | 0.0173m/s^2  |
    72.6s     |522.8337m      |-0.0019m/s    | 0.0142m/s^2  | 522.8797m      | 0.0112m/s^2  |
    72.7s     |522.8355m      |-0.0019m/s    | 0.0142m/s^2  | 522.9273m      | 0.0146m/s^2  |
    72.8s     |522.8379m      |-0.0012m/s    | 0.0141m/s^2  | 522.9423m      | 0.0113m/s^2  |
    72.9s     |522.8403m      |-0.0011m/s    | 0.0141m/s^2  | 522.9273m      | 0.0125m/s^2  |
    73.0s     |522.8424m      |-0.0011m/s    | 0.0141m/s^2  | 522.9126m      | 0.0183m/s^2  |
    73.1s     |522.8441m      |-0.0004m/s    | 0.0141m/s^2  | 522.9126m      | 0.0197m/s^2  |
