
time	altitude	velocity	accel_bias	alt (bmp)	vert_accel	
    39.8	519.0752	-0.0030	 0.0106	 519.0052	 0.0188	
    39.9	519.0730	-0.0029	 0.0107	 519.0377	 0.0103	
    40.0	519.0708	-0.0030	 0.0107	 518.9454	 0.0134	
    40.1	519.0678	-0.0036	 0.0107	 518.9779	 0.0072	
    40.2	519.0652	-0.0043	 0.0107	 518.9632	 0.0052	
    40.3	519.0620	-0.0053	 0.0107	 518.9632	 0.0066	
    40.4	519.0599	-0.0062	 0.0107	 519.0134	 0.0034	
    40.5	519.0579	-0.0066	 0.0108	 518.9984	 0.0105	
    40.6	519.0557	-0.0068	 0.0108	 518.9984	 0.0128	
    40.7	519.0534	-0.0073	 0.0108	 518.9833	 0.0089	
    40.8	519.0506	-0.0077	 0.0108	 518.9686	 0.0098	
    40.9	519.0486	-0.0085	 0.0108	 519.0285	 0.0043	
    41.0	519.0475	-0.0091	 0.0108	 519.0285	 0.0070	
    41.1	519.0456	-0.0098	 0.0108	 518.9987	-0.0024	
    41.2	519.0432	-0.0112	 0.0108	 518.9840	 0.0011	
    41.3	519.0406	-0.0123	 0.0108	 518.9840	 0.0037	
    41.4	519.0378	-0.0128	 0.0108	 518.9840	 0.0078	
    41.5	519.0355	-0.0127	 0.0109	 519.0138	 0.0200	
    41.6	519.0337	-0.0129	 0.0109	 519.0138	 0.0079	
    41.7	519.0319	-0.0136	 0.0109	 519.0285	 0.0001	
    41.8	519.0302	-0.0143	 0.0109	 518.9833	 0.0130	
    41.9	519.0280	-0.0136	 0.0109	 519.0134	 0.0264	
    42.0	519.0271	-0.0127	 0.0109	 519.0582	 0.0164	
    42.1	519.0267	-0.0127	 0.0109	 519.0729	 0.0080	
    42.2	519.0263	-0.0133	 0.0109	 519.0230	 0.0096	
    42.3	519.0248	-0.0133	 0.0109	 519.0080	 0.0136	
    42.4	519.0231	-0.0136	 0.0109	 519.0230	 0.0070	
    42.5	519.0223	-0.0135	 0.0109	 519.0524	 0.0156	
    42.6	519.0214	-0.0132	 0.0109	 518.9902	 0.0096	
    42.7	519.0194	-0.0135	 0.0109	 519.0052	 0.0135	
    42.8	519.0179	-0.0136	 0.0109	 519.0199	 0.0039	
    42.9	519.0166	-0.0139	 0.0109	 519.0199	 0.0046	
    43.0	519.0155	-0.0143	 0.0109	 519.0199	 0.0092	
    43.1	519.0128	-0.0148	 0.0109	 518.9399	 0.0021	
    43.2	519.0097	-0.0155	 0.0109	 518.9550	 0.0037	
    43.3	519.0072	-0.0156	 0.0109	 518.9847	 0.0090	
    43.4	519.0049	-0.0163	 0.0109	 518.9700	 0.0022	
    43.5	519.0025	-0.0166	 0.0109	 518.9847	 0.0130	
    43.6	519.0005	-0.0161	 0.0109	 518.9847	 0.0120	
    43.7	518.9987	-0.0165	 0.0109	 518.9847	 0.0093	
    43.8	518.9964	-0.0168	 0.0109	 518.9700	 0.0128	
    43.9	518.9941	-0.0165	 0.0109	 518.9700	 0.0101	
    44.0	518.9914	-0.0170	 0.0109	 518.9399	 0.0156	
    44.1	518.9874	-0.0170	 0.0109	 518.8927	 0.0140	
    44.2	518.9833	-0.0172	 0.0110	 518.8927	 0.0127	
    44.3	518.9794	-0.0173	 0.0110	 518.9074	 0.0144	
    44.4	518.9762	-0.0171	 0.0110	 518.9221	 0.0118	
    44.5	518.9744	-0.0169	 0.0110	 518.9820	 0.0094	
    44.6	518.9735	-0.0164	 0.0110	 519.0121	 0.0192	
    44.7	518.9725	-0.0155	 0.0110	 518.9642	 0.0170	
    44.8	518.9711	-0.0154	 0.0110	 519.0086	 0.0060	
    44.9	518.9707	-0.0153	 0.0110	 519.0240	 0.0100	
    45.0	518.9701	-0.0158	 0.0110	 519.0035	 0.0031	
    45.1	518.9695	-0.0161	 0.0109	 519.0182	 0.0088	
    45.2	518.9691	-0.0164	 0.0109	 519.0333	 0.0113	
    45.3	518.9684	-0.0167	 0.0109	 518.9833	 0.0076	
    45.4	518.9675	-0.0166	 0.0109	 519.0131	 0.0093	
    45.5	518.9677	-0.0171	 0.0109	 519.0726	 0.0021	
    45.6	518.9687	-0.0181	 0.0109	 519.0401	 0.0013	
    45.7	518.9686	-0.0184	 0.0109	 519.0401	 0.0014	
    45.8	518.9689	-0.0187	 0.0109	 519.0845	 0.0072	
    45.9	518.9702	-0.0188	 0.0108	 519.0999	 0.0043	
    46.0	518.9715	-0.0195	 0.0108	 519.1146	 0.0046	
    46.1	518.9730	-0.0188	 0.0108	 519.1146	 0.0105	
    46.2	518.9747	-0.0181	 0.0107	 519.1146	 0.0093	
    46.3	518.9765	-0.0179	 0.0107	 519.0999	 0.0096	
    46.4	518.9774	-0.0177	 0.0107	 519.0548	 0.0057	
    46.5	518.9776	-0.0180	 0.0107	 519.0548	 0.0048	
    46.6	518.9780	-0.0181	 0.0107	 519.0698	 0.0041	
    46.7	518.9787	-0.0181	 0.0106	 519.0845	 0.0123	
    46.8	518.9796	-0.0174	 0.0106	 519.0845	 0.0102	
    46.9	518.9802	-0.0172	 0.0106	 519.0548	 0.0104	
    47.0	518.9806	-0.0171	 0.0106	 519.0698	 0.0053	
    47.1	518.9812	-0.0172	 0.0106	 519.0698	 0.0089	
    47.2	518.9817	-0.0170	 0.0106	 519.0698	 0.0077	
    47.3	518.9816	-0.0166	 0.0105	 519.0251	 0.0080	
    47.4	518.9807	-0.0172	 0.0105	 518.9953	 0.0005	
    47.5	518.9793	-0.0177	 0.0105	 518.9953	 0.0130	
    47.6	518.9782	-0.0172	 0.0105	 519.0251	 0.0130	
    47.7	518.9778	-0.0171	 0.0105	 519.0548	 0.0091	
    47.8	518.9778	-0.0167	 0.0105	 519.0401	 0.0127	
    47.9	518.9781	-0.0163	 0.0105	 519.0698	 0.0152	
    48.0	518.9788	-0.0162	 0.0105	 519.0698	 0.0063	
    48.1	518.9796	-0.0167	 0.0104	 519.0698	-0.0003	
    48.2	518.9799	-0.0173	 0.0104	 519.0548	 0.0063	
    48.3	518.9801	-0.0177	 0.0104	 519.0548	 0.0049	
    48.4	518.9798	-0.0185	 0.0104	 519.0401	 0.0044	
    48.5	518.9795	-0.0189	 0.0104	 519.0401	 0.0119	
    48.6	518.9791	-0.0188	 0.0104	 519.0401	 0.0077	
    48.7	518.9787	-0.0189	 0.0104	 519.0251	 0.0013	
    48.8	518.9779	-0.0194	 0.0104	 519.0251	 0.0021	
    48.9	518.9773	-0.0199	 0.0103	 519.0401	 0.0025	
    49.0	518.9769	-0.0201	 0.0103	 519.0401	 0.0042	
    49.1	518.9764	-0.0204	 0.0103	 519.0401	 0.0096	
    49.2	518.9762	-0.0201	 0.0103	 519.0548	 0.0076	
    49.3	518.9756	-0.0200	 0.0103	 519.0073	 0.0052	
    49.4	518.9746	-0.0199	 0.0103	 519.0220	 0.0170	
    49.5	518.9737	-0.0192	 0.0103	 519.0220	 0.0167	
    49.6	518.9730	-0.0187	 0.0103	 519.0220	 0.0060	
    49.7	518.9727	-0.0192	 0.0103	 519.0521	 0.0037	
    49.8	518.9728	-0.0192	 0.0102	 519.0521	 0.0074	
    49.9	518.9736	-0.0195	 0.0102	 519.1266	 0.0081	
    50.0	518.9755	-0.0186	 0.0102	 519.1413	 0.0171	
    50.1	518.9780	-0.0178	 0.0102	 519.1413	 0.0056	
    50.2	518.9804	-0.0178	 0.0101	 519.1413	 0.0019	
    50.3	518.9826	-0.0176	 0.0101	 519.1567	 0.0072	
    50.4	518.9855	-0.0171	 0.0101	 519.1211	 0.0096	
    50.5	518.9872	-0.0156	 0.0100	 519.1211	 0.0382	
    50.6	518.9891	-0.0135	 0.0100	 519.1064	 0.0124	
    50.7	518.9907	-0.0125	 0.0100	 519.0914	 0.0174	
    50.8	518.9921	-0.0116	 0.0100	 519.0914	 0.0171	
    50.9	518.9935	-0.0109	 0.0099	 519.0763	 0.0145	
    51.0	518.9943	-0.0104	 0.0099	 519.0616	 0.0018	
    51.1	518.9949	-0.0109	 0.0099	 519.0616	 0.0101	
    51.2	518.9945	-0.0107	 0.0099	 518.9844	 0.0100	
    51.3	518.9932	-0.0108	 0.0099	 518.9693	 0.0072	
    51.4	518.9912	-0.0111	 0.0099	 518.9543	 0.0070	
    51.5	518.9891	-0.0114	 0.0099	 518.9396	 0.0078	
    51.6	518.9867	-0.0111	 0.0099	 518.9396	 0.0156	
    51.7	518.9848	-0.0109	 0.0099	 518.9693	 0.0086	
    51.8	518.9836	-0.0108	 0.0099	 518.9991	 0.0093	
    51.9	518.9830	-0.0105	 0.0099	 518.9789	 0.0108	
    52.0	518.9818	-0.0105	 0.0099	 518.9638	 0.0064	
    52.1	518.9802	-0.0102	 0.0099	 518.9491	 0.0180	
    52.2	518.9787	-0.0099	 0.0099	 518.9638	 0.0076	
    52.3	518.9774	-0.0099	 0.0099	 518.9638	 0.0121	
    52.4	518.9760	-0.0099	 0.0099	 518.9638	 0.0116	
    52.5	518.9744	-0.0105	 0.0100	 518.9491	-0.0035	
    52.6	518.9729	-0.0117	 0.0100	 518.9491	 0.0001	
    52.7	518.9710	-0.0122	 0.0100	 518.9341	 0.0138	
    52.8	518.9687	-0.0120	 0.0100	 518.9341	 0.0083	
    52.9	518.9663	-0.0122	 0.0100	 518.9191	 0.0115	
    53.0	518.9638	-0.0124	 0.0100	 518.9044	 0.0075	
    53.1	518.9610	-0.0130	 0.0100	 518.8893	 0.0074	
    53.2	518.9579	-0.0131	 0.0100	 518.8893	 0.0132	
    53.3	518.9549	-0.0128	 0.0100	 518.8893	 0.0141	
    53.4	518.9523	-0.0129	 0.0100	 518.9341	 0.0172	
    53.5	518.9503	-0.0122	 0.0100	 518.9040	 0.0234	
    53.6	518.9480	-0.0121	 0.0101	 518.9040	 0.0143	
    53.7	518.9462	-0.0124	 0.0101	 518.9488	 0.0028	
    53.8	518.9458	-0.0125	 0.0100	 518.9936	 0.0118	
    53.9	518.9456	-0.0123	 0.0100	 518.9584	 0.0078	
    54.0	518.9449	-0.0119	 0.0100	 518.9731	 0.0067	
    54.1	518.9446	-0.0114	 0.0100	 518.9878	 0.0172	
    54.2	518.9434	-0.0110	 0.0100	 518.9382	 0.0136	
    54.3	518.9424	-0.0109	 0.0100	 518.9382	 0.0091	
    54.4	518.9413	-0.0115	 0.0100	 518.9529	 0.0065	
    54.5	518.9391	-0.0119	 0.0100	 518.9054	 0.0055	
    54.6	518.9379	-0.0109	 0.0100	 518.9351	 0.0266	
    54.7	518.9371	-0.0103	 0.0100	 518.9502	 0.0130	
    54.8	518.9361	-0.0095	 0.0100	 518.9351	 0.0210	
    54.9	518.9347	-0.0090	 0.0100	 518.9502	 0.0137	
    55.0	518.9340	-0.0094	 0.0100	 518.9351	 0.0035	
    55.1	518.9329	-0.0101	 0.0100	 518.9201	 0.0059	
    55.2	518.9314	-0.0102	 0.0100	 518.9054	 0.0074	
    55.3	518.9295	-0.0107	 0.0100	 518.9529	 0.0014	
    55.4	518.9292	-0.0113	 0.0100	 518.9827	 0.0059	
    55.5	518.9292	-0.0115	 0.0100	 518.9679	 0.0073	
    55.6	518.9286	-0.0121	 0.0100	 518.9228	 0.0021	
    55.7	518.9271	-0.0128	 0.0100	 518.9731	 0.0079	
    55.8	518.9270	-0.0129	 0.0100	 518.9731	 0.0101	
    55.9	518.9268	-0.0130	 0.0100	 518.9731	 0.0010	
    56.0	518.9266	-0.0133	 0.0100	 518.9584	 0.0091	
    56.1	518.9261	-0.0136	 0.0100	 518.9584	 0.0065	
    56.2	518.9253	-0.0136	 0.0100	 518.9433	 0.0076	
    56.3	518.9240	-0.0135	 0.0100	 518.9136	 0.0122	
    56.4	518.9224	-0.0137	 0.0100	 518.9283	-0.0003	
    56.5	518.9213	-0.0146	 0.0100	 518.9584	 0.0008	
    56.6	518.9210	-0.0147	 0.0100	 518.9731	 0.0093	
    56.7	518.9211	-0.0142	 0.0100	 518.9878	 0.0154	
    56.8	518.9215	-0.0140	 0.0100	 519.0179	 0.0083	
    56.9	518.9221	-0.0141	 0.0099	 518.9228	 0.0125	
    57.0	518.9206	-0.0134	 0.0099	 518.9081	 0.0188	
    57.1	518.9185	-0.0133	 0.0099	 518.8784	 0.0119	
    57.2	518.9163	-0.0127	 0.0100	 518.8934	 0.0202	
    57.3	518.9143	-0.0118	 0.0100	 518.8455	 0.0170	
    57.4	518.9113	-0.0113	 0.0100	 518.8455	 0.0173	
    57.5	518.9086	-0.0114	 0.0100	 518.8606	 0.0034	
    57.6	518.9067	-0.0120	 0.0100	 518.8903	 0.0057	
    57.7	518.9053	-0.0117	 0.0100	 518.9201	 0.0137	
    57.8	518.9048	-0.0112	 0.0100	 518.9351	 0.0142	
    57.9	518.9044	-0.0112	 0.0100	 518.9351	 0.0071	
    58.0	518.9042	-0.0119	 0.0100	 518.9502	 0.0051	
    58.1	518.9044	-0.0122	 0.0100	 518.9946	 0.0067	
    58.2	518.9059	-0.0124	 0.0099	 519.0247	 0.0003	
    58.3	518.9077	-0.0127	 0.0099	 519.0394	 0.0049	
    58.4	518.9094	-0.0131	 0.0099	 519.0097	-0.0035	
    58.5	518.9102	-0.0137	 0.0099	 518.9946	 0.0033	
    58.6	518.9110	-0.0137	 0.0099	 518.9946	 0.0084	
    58.7	518.9120	-0.0144	 0.0098	 519.0097	-0.0004	
    58.8	518.9136	-0.0154	 0.0098	 519.0394	 0.0016	
    58.9	518.9156	-0.0152	 0.0098	 519.0695	 0.0124	
    59.0	518.9186	-0.0143	 0.0098	 519.0989	 0.0176	
    59.1	518.9201	-0.0137	 0.0097	 519.0343	 0.0094	
    59.2	518.9218	-0.0128	 0.0097	 519.0490	 0.0173	
    59.3	518.9237	-0.0113	 0.0097	 519.0637	 0.0240	
    59.4	518.9265	-0.0099	 0.0096	 519.0791	 0.0183	
    59.5	518.9290	-0.0086	 0.0096	 519.0490	 0.0185	
    59.6	518.9301	-0.0079	 0.0096	 518.9717	 0.0085	
    59.7	518.9311	-0.0081	 0.0096	 518.9891	 0.0072	
    59.8	518.9316	-0.0082	 0.0096	 518.9744	 0.0066	
    59.9	518.9308	-0.0084	 0.0096	 518.9297	 0.0065	
    60.0	518.9293	-0.0091	 0.0096	 518.8852	-0.0017	
    60.1	518.9281	-0.0100	 0.0096	 518.9502	 0.0044	
    60.2	518.9276	-0.0106	 0.0096	 518.9201	 0.0040	
    60.3	518.9264	-0.0112	 0.0096	 518.9201	 0.0036	
    60.4	518.9252	-0.0116	 0.0096	 518.9502	 0.0108	
    60.5	518.9248	-0.0111	 0.0096	 518.9502	 0.0134	
    60.6	518.9243	-0.0109	 0.0096	 518.9649	 0.0033	
    60.7	518.9243	-0.0115	 0.0096	 518.9799	 0.0002	
    60.8	518.9246	-0.0114	 0.0096	 518.9297	 0.0157	
    60.9	518.9238	-0.0114	 0.0095	 518.9597	 0.0096	
    61.0	518.9234	-0.0109	 0.0095	 518.9444	 0.0146	
    61.1	518.9229	-0.0102	 0.0095	 518.9597	 0.0147	
    61.2	518.9219	-0.0098	 0.0095	 518.8972	 0.0138	
    61.3	518.9206	-0.0098	 0.0095	 518.9269	 0.0116	
    61.4	518.9193	-0.0101	 0.0095	 518.8643	 0.0029	
    61.5	518.9174	-0.0104	 0.0096	 518.8944	 0.0072	
    61.6	518.9161	-0.0105	 0.0096	 518.9242	 0.0069	
    61.7	518.9145	-0.0101	 0.0096	 518.8886	 0.0212	
    61.8	518.9130	-0.0091	 0.0096	 518.9040	 0.0220	
    61.9	518.9119	-0.0091	 0.0096	 518.9187	 0.0020	
    62.0	518.9115	-0.0095	 0.0096	 518.9485	 0.0105	
    62.1	518.9105	-0.0093	 0.0096	 518.9009	 0.0104	
    62.2	518.9097	-0.0092	 0.0096	 518.9307	 0.0094	
    62.3	518.9096	-0.0094	 0.0096	 518.9608	 0.0103	
    62.4	518.9100	-0.0087	 0.0095	 518.9608	 0.0156	
    62.5	518.9108	-0.0085	 0.0095	 518.9905	 0.0089	
    62.6	518.9117	-0.0087	 0.0095	 518.9755	 0.0015	
    62.7	518.9123	-0.0091	 0.0095	 518.9608	 0.0037	
    62.8	518.9126	-0.0091	 0.0095	 518.9608	 0.0062	
    62.9	518.9134	-0.0084	 0.0095	 519.0233	 0.0201	
    63.0	518.9155	-0.0073	 0.0095	 519.0233	 0.0157	
    63.1	518.9172	-0.0066	 0.0094	 518.9782	 0.0068	
    63.2	518.9181	-0.0064	 0.0094	 518.9782	 0.0072	
    63.3	518.9190	-0.0064	 0.0094	 518.9782	 0.0080	
    63.4	518.9192	-0.0060	 0.0094	 518.9485	 0.0144	
    63.5	518.9198	-0.0058	 0.0094	 518.9782	 0.0134	
    63.6	518.9206	-0.0047	 0.0094	 518.9635	 0.0163	
    63.7	518.9206	-0.0038	 0.0094	 518.9334	 0.0165	
    63.8	518.9203	-0.0030	 0.0094	 518.9187	 0.0177	
    63.9	518.9197	-0.0028	 0.0094	 518.8886	 0.0071	
    64.0	518.9186	-0.0036	 0.0094	 518.8886	-0.0067	
    64.1	518.9174	-0.0051	 0.0094	 518.8886	-0.0009	
    64.2	518.9163	-0.0064	 0.0094	 518.9040	 0.0021	
    64.3	518.9156	-0.0071	 0.0094	 518.9539	 0.0006	
    64.4	518.9159	-0.0079	 0.0094	 518.9539	-0.0023	
    64.5	518.9160	-0.0089	 0.0094	 518.9539	-0.0043	
    64.6	518.9158	-0.0101	 0.0094	 518.9389	-0.0032	
    64.7	518.9150	-0.0112	 0.0094	 518.9091	-0.0010	
    64.8	518.9141	-0.0119	 0.0094	 518.9570	 0.0094	
    64.9	518.9134	-0.0122	 0.0094	 518.9119	-0.0008	
    65.0	518.9121	-0.0131	 0.0094	 518.8972	 0.0064	
    65.1	518.9104	-0.0127	 0.0094	 518.8972	 0.0146	
    65.2	518.9089	-0.0126	 0.0094	 518.8972	 0.0131	
    65.3	518.9073	-0.0125	 0.0094	 518.9119	 0.0061	
    65.4	518.9062	-0.0128	 0.0094	 518.9269	 0.0014	
    65.5	518.9047	-0.0142	 0.0094	 518.8790	-0.0047	
    65.6	518.9030	-0.0148	 0.0094	 518.9091	 0.0066	
    65.7	518.9021	-0.0152	 0.0094	 518.9539	 0.0059	
    65.8	518.9021	-0.0156	 0.0094	 518.9837	 0.0114	
    65.9	518.9026	-0.0157	 0.0093	 518.9837	 0.0012	
    66.0	518.9021	-0.0160	 0.0093	 518.9040	 0.0055	
    66.1	518.9005	-0.0163	 0.0093	 518.8886	 0.0057	
    66.2	518.8986	-0.0165	 0.0093	 518.9040	 0.0140	
    66.3	518.8974	-0.0159	 0.0093	 518.9187	 0.0120	
    66.4	518.8974	-0.0161	 0.0093	 518.9984	 0.0058	
    66.5	518.8972	-0.0165	 0.0093	 518.9334	-0.0010	
    66.6	518.8965	-0.0170	 0.0093	 518.9334	 0.0122	
    66.7	518.8964	-0.0175	 0.0093	 518.9782	-0.0013	
    66.8	518.8972	-0.0180	 0.0093	 519.0233	 0.0042	
    66.9	518.8987	-0.0180	 0.0092	 519.0380	 0.0087	
    67.0	518.9005	-0.0171	 0.0092	 519.0380	 0.0120	
    67.1	518.9025	-0.0171	 0.0092	 519.0527	 0.0089	
    67.2	518.9051	-0.0170	 0.0092	 519.0828	 0.0048	
    67.3	518.9078	-0.0164	 0.0091	 519.0828	 0.0105	
    67.4	518.9108	-0.0159	 0.0091	 519.0975	 0.0041	
    67.5	518.9128	-0.0154	 0.0091	 519.0353	 0.0141	
    67.6	518.9143	-0.0147	 0.0090	 519.0353	 0.0056	
    67.7	518.9163	-0.0144	 0.0090	 519.0647	 0.0108	
    67.8	518.9196	-0.0137	 0.0090	 519.0801	 0.0097	
    67.9	518.9218	-0.0140	 0.0089	 519.0500	-0.0039	
    68.0	518.9230	-0.0147	 0.0089	 519.0203	 0.0037	
    68.1	518.9238	-0.0151	 0.0089	 519.0052	 0.0003	
    68.2	518.9240	-0.0156	 0.0089	 518.9905	 0.0082	
    68.3	518.9242	-0.0152	 0.0089	 518.9905	 0.0083	
    68.4	518.9245	-0.0144	 0.0089	 519.0052	 0.0110	
    68.5	518.9254	-0.0140	 0.0088	 519.0353	 0.0073	
    68.6	518.9272	-0.0136	 0.0088	 519.0647	 0.0051	
    68.7	518.9283	-0.0137	 0.0088	 519.0175	 0.0075	
    68.8	518.9295	-0.0136	 0.0088	 519.0322	 0.0049	
    68.9	518.9306	-0.0134	 0.0087	 519.0175	 0.0093	
    69.0	518.9321	-0.0130	 0.0087	 519.0473	 0.0048	
    69.1	518.9337	-0.0130	 0.0087	 519.0473	 0.0048	
    69.2	518.9346	-0.0127	 0.0087	 519.0271	 0.0110	
    69.3	518.9352	-0.0124	 0.0087	 518.9970	 0.0039	
    69.4	518.9350	-0.0124	 0.0087	 518.9673	 0.0042	
    69.5	518.9350	-0.0124	 0.0087	 518.9823	 0.0062	
    69.6	518.9354	-0.0127	 0.0086	 519.0121	-0.0073	
    69.7	518.9357	-0.0129	 0.0086	 518.9970	 0.0055	
    69.8	518.9356	-0.0128	 0.0086	 518.9673	 0.0122	
    69.9	518.9351	-0.0131	 0.0086	 518.9823	 0.0021	
    70.0	518.9348	-0.0135	 0.0086	 518.9673	 0.0062	
    70.1	518.9341	-0.0134	 0.0086	 518.9673	 0.0044	
    70.2	518.9334	-0.0133	 0.0086	 518.9522	 0.0045	
    70.3	518.9326	-0.0134	 0.0086	 518.9078	-0.0014	
    70.4	518.9305	-0.0140	 0.0086	 518.9078	 0.0095	
    70.5	518.9290	-0.0136	 0.0086	 518.9375	 0.0143	
    70.6	518.9279	-0.0125	 0.0086	 518.9375	 0.0181	
    70.7	518.9270	-0.0116	 0.0086	 518.9522	 0.0113	
    70.8	518.9263	-0.0120	 0.0086	 518.9375	 0.0043	
    70.9	518.9255	-0.0109	 0.0086	 518.9375	 0.0205	
    71.0	518.9241	-0.0100	 0.0086	 518.8896	 0.0117	
    71.1	518.9226	-0.0097	 0.0086	 518.9348	 0.0118	
    71.2	518.9219	-0.0098	 0.0086	 518.9197	 0.0114	
    71.3	518.9211	-0.0093	 0.0086	 518.9348	 0.0135	
    71.4	518.9206	-0.0086	 0.0086	 518.9495	 0.0144	
    71.5	518.9211	-0.0082	 0.0086	 519.0090	 0.0075	
    71.6	518.9217	-0.0089	 0.0086	 518.9741	-0.0043	
    71.7	518.9234	-0.0094	 0.0085	 519.0039	 0.0028	
    71.8	518.9247	-0.0088	 0.0085	 519.0186	 0.0102	
    71.9	518.9259	-0.0084	 0.0085	 518.9888	 0.0077	
    72.0	518.9265	-0.0082	 0.0085	 518.9888	 0.0035	
    72.1	518.9273	-0.0077	 0.0085	 518.9888	 0.0193	
    72.2	518.9284	-0.0074	 0.0085	 519.0186	 0.0100	
    72.3	518.9302	-0.0067	 0.0084	 519.0339	 0.0083	
    72.4	518.9323	-0.0060	 0.0084	 519.0339	 0.0163	
    72.5	518.9342	-0.0050	 0.0084	 519.0339	 0.0139	
    72.6	518.9360	-0.0043	 0.0084	 519.0186	 0.0098	
    72.7	518.9372	-0.0029	 0.0084	 518.9741	 0.0205	
    72.8	518.9379	-0.0029	 0.0084	 518.9741	 0.0073	
    72.9	518.9387	-0.0026	 0.0084	 518.9741	 0.0104	
    73.0	518.9392	-0.0021	 0.0084	 518.9591	 0.0081	
    73.1	518.9392	-0.0026	 0.0084	 518.9440	 0.0026	
    73.2	518.9388	-0.0033	 0.0084	 518.9440	 0.0097	
    73.3	518.9388	-0.0028	 0.0084	 518.9591	 0.0110	
    73.4	518.9398	-0.0018	 0.0083	 518.9943	 0.0165	
    73.5	518.9410	-0.0013	 0.0083	 518.9943	 0.0122	
    73.6	518.9421	-0.0011	 0.0083	 518.9796	 0.0075	
    73.7	518.9420	-0.0010	 0.0083	 518.9348	 0.0108	
    73.8	518.9411	-0.0002	 0.0083	 518.9050	 0.0157	
    73.9	518.9401	 0.0006	 0.0083	 518.8896	 0.0103	
    74.0	518.9382	 0.0003	 0.0084	 518.8452	 0.0073	
    74.1	518.9359	 0.0005	 0.0084	 518.8452	 0.0181	
    74.2	518.9339	 0.0012	 0.0084	 518.8602	 0.0215	
    74.3	518.9325	 0.0014	 0.0084	 518.8896	 0.0010	
    74.4	518.9300	 0.0007	 0.0084	 518.8250	 0.0081	
    74.5	518.9274	 0.0003	 0.0084	 518.8250	 0.0105	
    74.6	518.9254	 0.0002	 0.0085	 518.8548	 0.0055	
    74.7	518.9238	-0.0002	 0.0085	 518.8698	 0.0059	
    74.8	518.9226	-0.0004	 0.0085	 518.8698	 0.0055	
    74.9	518.9214	-0.0007	 0.0085	 518.8845	 0.0121	
    75.0	518.9204	-0.0013	 0.0085	 518.8845	 0.0056	
    75.1	518.9194	-0.0013	 0.0085	 518.8992	 0.0021	
    75.2	518.9187	-0.0018	 0.0085	 518.8845	 0.0080	
    75.3	518.9179	-0.0018	 0.0085	 518.9146	 0.0130	
    75.4	518.9178	-0.0011	 0.0085	 518.9440	 0.0154	
    75.5	518.9186	-0.0003	 0.0085	 518.9591	 0.0137	
    75.6	518.9194	-0.0001	 0.0085	 518.9440	 0.0055	
    75.7	518.9199	 0.0005	 0.0085	 518.9293	 0.0145	
    75.8	518.9202	 0.0010	 0.0085	 518.9293	 0.0106	
    75.9	518.9207	 0.0009	 0.0085	 518.9293	 0.0025	
    76.0	518.9212	 0.0006	 0.0085	 518.9440	 0.0078	
    76.1	518.9219	 0.0011	 0.0085	 518.9591	 0.0105	
    76.2	518.9221	 0.0011	 0.0085	 518.9591	 0.0063	
    76.3	518.9221	 0.0009	 0.0085	 518.8941	 0.0097	
    76.4	518.9220	 0.0010	 0.0085	 518.9389	 0.0094	
    76.5	518.9230	 0.0018	 0.0085	 518.9837	 0.0199	
    76.6	518.9250	 0.0027	 0.0085	 519.0134	 0.0133	
    76.7	518.9278	 0.0035	 0.0084	 519.0432	 0.0134	
    76.8	518.9310	 0.0039	 0.0084	 519.0432	 0.0098	
    76.9	518.9344	 0.0040	 0.0084	 519.0432	 0.0035	
    77.0	518.9375	 0.0045	 0.0084	 519.0285	 0.0105	
    77.1	518.9391	 0.0043	 0.0084	 518.9686	 0.0016	
    77.2	518.9405	 0.0043	 0.0084	 518.9686	 0.0071	
    77.3	518.9415	 0.0047	 0.0084	 518.9532	 0.0159	
    77.4	518.9424	 0.0054	 0.0084	 518.9686	 0.0122	
    77.5	518.9438	 0.0058	 0.0083	 518.9331	 0.0063	
    77.6	518.9441	 0.0065	 0.0083	 518.9331	 0.0185	
    77.7	518.9445	 0.0069	 0.0083	 518.9331	 0.0147	
    77.8	518.9452	 0.0069	 0.0083	 518.9481	 0.0086	
    77.9	518.9460	 0.0078	 0.0083	 518.9481	 0.0230	
    78.0	518.9472	 0.0080	 0.0083	 518.9628	 0.0062	
    78.1	518.9484	 0.0079	 0.0083	 518.9628	 0.0086	
    78.2	518.9495	 0.0083	 0.0083	 518.9628	 0.0115	
    78.3	518.9513	 0.0091	 0.0083	 518.9929	 0.0126	
    78.4	518.9533	 0.0092	 0.0083	 518.9929	 0.0030	
    78.5	518.9546	 0.0093	 0.0083	 518.9132	 0.0098	
    78.6	518.9548	 0.0096	 0.0083	 518.9279	 0.0067	
    78.7	518.9548	 0.0093	 0.0083	 518.9132	 0.0019	
    78.8	518.9548	 0.0090	 0.0083	 518.9132	 0.0004	
    78.9	518.9543	 0.0089	 0.0084	 518.8503	 0.0119	
    79.0	518.9525	 0.0086	 0.0084	 518.8503	 0.0131	
    79.1	518.9509	 0.0081	 0.0084	 518.8654	 0.0078	
    79.2	518.9498	 0.0075	 0.0084	 518.8654	 0.0029	
    79.3	518.9483	 0.0067	 0.0084	 518.8654	 0.0090	
    79.4	518.9469	 0.0067	 0.0084	 518.8654	 0.0171	
    79.5	518.9456	 0.0077	 0.0085	 518.8654	 0.0234	
    79.6	518.9447	 0.0084	 0.0085	 518.8804	 0.0124	
